"행정구역별(읍면동)","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"강북구","주택_아파트[호]","호","32651","32652","33458","33282","34590","34733","34875","35997","36541","37754",
"강북구","주택_연립주택[호]","호","4854","4915","4882","4881","4748","4789","4834","4867","4903","4980",
"강북구","주택_다세대주택[호]","호","33820","36136","36743","37671","38645","39331","39859","40483","40911","41131",
"강북구","주택_비주거용 건물 내 주택[호]","호","1088","1050","1074","1078","1070","1042","1011","996","995","998",
"강북구","주택 이외의 거처_계[호]","호","2025","2052","2220","2322","2348","2539","2733","3095","3464","3755",
"도봉구","총인구[명]","명","340095","336745","332586","328243","323543","315979","309200","304137","299931","296997",
"도봉구","남자[명]","명","166187","164407","161944","159569","156961","153080","149413","146600","144315","142662",
"도봉구","여자[명]","명","173908","172338","170642","168674","166582","162899","159787","157537","155616","154335",
"도봉구","내국인-계[명]","명","337541","334165","329957","325292","320223","312852","306168","300792","296367","293264",
"도봉구","내국인-남자[명]","명","165130","163364","160885","158370","155581","151906","148314","145412","143052","141330",
"도봉구","내국인-여자[명]","명","172411","170801","169072","166922","164642","160946","157854","155380","153315","151934",
"도봉구","외국인-계[명]","명","2554","2580","2629","2951","3320","3127","3032","3345","3564","3733",
"도봉구","외국인-남자[명]","명","1057","1043","1059","1199","1380","1174","1099","1188","1263","1332",
"도봉구","외국인-여자[명]","명","1497","1537","1570","1752","1940","1953","1933","2157","2301","2401",
"도봉구","가구-계[가구]","가구","125952","126297","126940","127249","127843","128378","129498","130115","130370","131159",
"도봉구","일반가구[가구]","가구","124981","125384","125974","126286","126831","127362","128439","128975","129149","129841",
"도봉구","집단가구[가구]","가구","64","37","60","76","58","49","73","79","79","78",
"도봉구","외국인가구[가구]","가구","907","876","906","887","954","967","986","1061","1142","1240",
"도봉구","주택_계[호]","호","102443","104170","104752","105526","106641","107156","107959","109190","109465","109638",
"도봉구","주택_단독주택[호]","호","9404","9237","9014","8903","8835","8634","8449","8381","8290","8239",
"도봉구","주택_아파트[호]","호","64082","64269","64352","64580","64955","65032","65305","65664","65690","65706",
"도봉구","주택_연립주택[호]","호","4242","4354","4235","4176","4131","4144","4201","4229","4250","4235",
"도봉구","주택_다세대주택[호]","호","24014","25607","26422","27138","27986","28620","29289","30210","30536","30751",
"도봉구","주택_비주거용 건물 내 주택[호]","호","701","703","729","729","734","726","715","706","699","707",
"도봉구","주택 이외의 거처_계[호]","호","2680","2774","3593","3625","3915","4127","4662","4978","5382","6131",
"노원구","총인구[명]","명","562996","555420","543499","534096","522480","511982","503929","496423","492979","486446",
"노원구","남자[명]","명","274128","270058","263655","258737","252662","246317","242171","238120","236495","233042",
"노원구","여자[명]","명","288868","285362","279844","275359","269818","265665","261758","258303","256484","253404",
"노원구","내국인-계[명]","명","558270","550729","538768","528268","516201","506237","498257","490547","486643","479779",
"노원구","내국인-남자[명]","명","271933","267903","261563","256124","249784","243759","239746","235612","233868","230358",
"노원구","내국인-여자[명]","명","286337","282826","277205","272144","266417","262478","258511","254935","252775","249421",
"노원구","외국인-계[명]","명","4726","4691","4731","5828","6279","5745","5672","5876","6336","6667",
"노원구","외국인-남자[명]","명","2195","2155","2092","2613","2878","2558","2425","2508","2627","2684",
"노원구","외국인-여자[명]","명","2531","2536","2639","3215","3401","3187","3247","3368","3709","3983",
"노원구","가구-계[가구]","가구","206092","205793","204188","203647","202930","204210","205936","206796","207589","207675",
"노원구","일반가구[가구]","가구","204836","204606","202955","202326","201458","202695","204282","205078","205769","205666",
"노원구","집단가구[가구]","가구","94","87","124","111","103","86","105","94","92","99",
"노원구","외국인가구[가구]","가구","1162","1100","1109","1210","1369","1429","1549","1624","1728","1910",
"노원구","주택_계[호]","호","186626","189013","187025","186533","187376","189213","190352","192022","192926","192808",
"노원구","주택_단독주택[호]","호","8143","7990","7081","6783","6680","6619","6553","6519","6356","6328",
"노원구","주택_아파트[호]","호","160725","162895","161701","161273","161873","163502","164583","166131","167100","166952",
"노원구","주택_연립주택[호]","호","3536","3541","3508","3467","3440","3448","3444","3487","3530","3559",
"노원구","주택_다세대주택[호]","호","13471","13887","14025","14312","14684","14948","15089","15212","15272","15296",
"노원구","주택_비주거용 건물 내 주택[호]","호","751","700","710","698","699","696","683","673","668","673",
"노원구","주택 이외의 거처_계[호]","호","2975","3100","3271","3339","3237","3261","3240","3242","3377","3372",
"은평구","총인구[명]","명","478374","472242","466243","462552","461530","463102","457385","454649","452988","448142",
"은평구","남자[명]","명","232709","229215","225813","223452","222076","221828","218155","216315","214646","211821",
"은평구","여자[명]","명","245665","243027","240430","239100","239454","241274","239230","238334","238342","236321",
"은평구","내국인-계[명]","명","472775","466813","460651","456582","455140","456902","451661","449047","447341","442324",
"은평구","내국인-남자[명]","명","230226","226844","223388","220818","219283","219268","215799","214001","212358","209448",
"은평구","내국인-여자[명]","명","242549","239969","237263","235764","235857","237634","235862","235046","234983","232876",
"은평구","외국인-계[명]","명","5599","5429","5592","5970","6390","6200","5724","5602","5647","5818",
"은평구","외국인-남자[명]","명","2483","2371","2425","2634","2793","2560","2356","2314","2288","2373",
"은평구","외국인-여자[명]","명","3116","3058","3167","3336","3597","3640","3368","3288","3359","3445",
"은평구","가구-계[가구]","가구","181725","180698","181588","183289","186841","192581","195512","198082","200425","200904",
"은평구","일반가구[가구]","가구","179752","178775","179641","181338","184890","190631","193626","196206","198534","198916",
"은평구","집단가구[가구]","가구","84","57","73","84","82","77","93","107","93","93",
"은평구","외국인가구[가구]","가구","1889","1866","1874","1867","1869","1873","1793","1769","1798","1895",
"은평구","주택_계[호]","호","140330","142135","143727","144611","148557","150658","156710","160630","165462","163763",
"은평구","주택_단독주택[호]","호","18582","17678","16416","16000","15146","14937","14627","14469","14350","13270",
"은평구","주택_아파트[호]","호","50419","50677","52000","52607","57712","59438","64712","67705","72002","72680",
"은평구","주택_연립주택[호]","호","6886","6696","6595","6297","5914","5830","5842","5831","5826","5569",
"은평구","주택_다세대주택[호]","호","63059","65756","67371","68390","68514","69210","70307","71420","72085","71042",
"은평구","주택_비주거용 건물 내 주택[호]","호","1384","1328","1345","1317","1271","1243","1222","1205","1199","1202",
"은평구","주택 이외의 거처_계[호]","호","6021","6075","7377","8225","9057","9905","10377","10792","11358","11626",
"서대문구","총인구[명]","명","308768","320258","321345","318874","319394","317209","314547","318308","320168","316345",
"서대문구","남자[명]","명","147956","151756","151132","149438","149113","148696","146558","146857","147424","145122",
"서대문구","여자[명]","명","160812","168502","170213","169436","170281","168513","167989","171451","172744","171223",
"서대문구","내국인-계[명]","명","297761","308419","308193","304508","303075","302902","299912","301315","303117","299307",
"서대문구","내국인-남자[명]","명","143596","147301","146320","144208","143082","143329","141184","141124","141876","139691",
"서대문구","내국인-여자[명]","명","154165","161118","161873","160300","159993","159573","158728","160191","161241","159616",
"서대문구","외국인-계[명]","명","11007","11839","13152","14366","16319","14307","14635","16993","17051","17038",
"서대문구","외국인-남자[명]","명","4360","4455","4812","5230","6031","5367","5374","5733","5548","5431",
"서대문구","외국인-여자[명]","명","6647","7384","8340","9136","10288","8940","9261","11260","11503","11607",
"서대문구","가구-계[가구]","가구","125149","130954","131721","132305","134437","138528","140409","143327","145742","145416",
"서대문구","일반가구[가구]","가구","121034","126581","126672","127197","128635","133112","134544","136043","138166","137979",
"서대문구","집단가구[가구]","가구","104","94","105","111","105","99","113","124","121","104",
"서대문구","외국인가구[가구]","가구","4011","4279","4944","4997","5697","5317","5752","7160","7455","7333",
